evidence_id,work_id,version_id,extraction_field,normalized_value,evidence_source_level,source_locator,evidence_paraphrase,verification_status,notes
BAII4E0096,BAIIW0071,BAIIV0113,reported_conclusions_and_limitations,"methodological=Per-star injection–recovery provides completeness-aware flare thresholds for a long-baseline TESS survey.; catalog=>14,000 CVZ stars are searched and 17 show evidence of long-term flare-rate variability.; validation=Injection–recovery explicitly calibrates detection completeness; independent held-out validation is not reported in the abstract.",ABSTRACT,arXiv abstract,Authors/source-level conclusions were paraphrased as: Per-star injection–recovery provides completeness-aware flare thresholds for a long-baseline TESS survey. Validation context: Injection–recovery explicitly calibrates detection completeness; independent held-out validation is not reported in the abstract. Limitations: The abstract does not describe a development/held-out split; long-term candidates require interpretation against sampling/systematics.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0097,BAIIW0098,BAIIV0156,population_and_sample,"TESS=NO; sample=Synthetic QPP/non-QPP training set + Kepler flare validation/application; sample_size=90,000 synthetic flare light curves; 2274-event Kepler catalogue application; flares=2274 real catalogue events in large application; QPP_candidates=7% above 95% model probability in 2274-event Kepler catalogue",ABSTRACT,arXiv abstract,"Available source identifies the observational/sample scope as Synthetic QPP/non-QPP training set + Kepler flare validation/application; reported scale: 90,000 synthetic flare light curves; 2274-event Kepler catalogue application, flares: 2274 real catalogue events in large application, QPP candidates: 7% above 95% model probability in 2274-event Kepler catalogue.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0098,BAIIW0098,BAIIV0156,detection_method_and_processing,primary=Fully convolutional neural network (FCN) QPP classifier; additional=Synthetic train/test + known-QPP real-data check; AFINO=NO; wavelet=NO; Bayesian=NO; gaps=NOT_REPORTED,ABSTRACT,arXiv abstract,Available source describes the primary analysis as Fully convolutional neural network (FCN) QPP classifier; additional processing/method information: Synthetic train/test + known-QPP real-data check.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0099,BAIIW0098,BAIIV0156,validation_and_robustness,window=NOT_REPORTED; processing=NOT_REPORTED; injection=YES; ground_truth=YES; selection_function=YES; heldout=YES,ABSTRACT,arXiv abstract,"Available source reports validation/robustness state: window robustness NOT_REPORTED, processing robustness NOT_REPORTED, injection–recovery YES, known ground truth YES, selection-function characterization YES, held-out validation YES.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0100,BAIIW0098,BAIIV0156,reported_conclusions_and_limitations,"methodological=An FCN provides an implementable automated QPP classifier for exponentially decaying harmonic signals.; catalog=Applied to 2274 Kepler flare events, ~7% exceed 95% QPP probability.; validation=90,000 synthetic with/without-QPP flares provide known truth; reported synthetic test accuracy is 87.2%, followed by real-data checks.",ABSTRACT,arXiv abstract,"Authors/source-level conclusions were paraphrased as: An FCN provides an implementable automated QPP classifier for exponentially decaying harmonic signals. Validation context: 90,000 synthetic with/without-QPP flares provide known truth; reported synthetic test accuracy is 87.2%, followed by real-data checks. Limitations: The learned signal family is specifically exponentially decaying harmonic QPP; transfer to other QPP morphologies or TESS is not established by the abstract.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0101,BAIIW0100,BAIIV0160,population_and_sample,"TESS=NO; sample=Solar EUV brightenings at 1-s cadence; sample_size=>500,000 active-region and ~300,000 quiet-Sun brightenings; flares=NOT_APPLICABLE; QPP_candidates=NOT_REPORTED",ABSTRACT,arXiv abstract,"Available source identifies the observational/sample scope as Solar EUV brightenings at 1-s cadence; reported scale: >500,000 active-region and ~300,000 quiet-Sun brightenings, flares: NOT_APPLICABLE, QPP candidates: NOT_REPORTED.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0102,BAIIW0100,BAIIV0160,detection_method_and_processing,primary=Fourier + EEMD + wavelet QPP analysis; additional=Automated EUV brightening detection; AFINO=NO; wavelet=YES; Bayesian=NO; gaps=NOT_REPORTED,ABSTRACT,arXiv abstract,Available source describes the primary analysis as Fourier + EEMD + wavelet QPP analysis; additional processing/method information: Automated EUV brightening detection.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0103,BAIIW0100,BAIIV0160,validation_and_robustness,window=NOT_REPORTED; processing=YES; injection=NO; ground_truth=NO; selection_function=NO; heldout=NO,ABSTRACT,arXiv abstract,"Available source reports validation/robustness state: window robustness NOT_REPORTED, processing robustness YES, injection–recovery NO, known ground truth NO, selection-function characterization NO, held-out validation NO.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0104,BAIIW0100,BAIIV0160,reported_conclusions_and_limitations,methodological=Multiple time-frequency techniques characterize QPPs in very high-cadence solar EUV brightenings.; catalog=The automated solar sample is extremely large but is not a TESS/stellar catalogue.; validation=No injection–recovery/held-out validation is reported in the abstract.,ABSTRACT,arXiv abstract,Authors/source-level conclusions were paraphrased as: Multiple time-frequency techniques characterize QPPs in very high-cadence solar EUV brightenings. Validation context: No injection–recovery/held-out validation is reported in the abstract. Limitations: Solar EUV data provide methodological/cadence context rather than direct TESS overlap.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0105,BAIIW0102,BAIIV0163,population_and_sample,TESS=NO; sample=High-time-resolution dM flare sample; sample_size=44 analyzed flares; flares=44; QPP_candidates=13,ABSTRACT,arXiv abstract/provider metadata,"Available source identifies the observational/sample scope as High-time-resolution dM flare sample; reported scale: 44 analyzed flares, flares: 44, QPP candidates: 13.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0106,BAIIW0102,BAIIV0163,detection_method_and_processing,primary=Fourier transform + empirical mode decomposition; additional=NOT_REPORTED; AFINO=NO; wavelet=NO; Bayesian=NO; gaps=NOT_REPORTED,ABSTRACT,arXiv abstract/provider metadata,Available source describes the primary analysis as Fourier transform + empirical mode decomposition; additional processing/method information: NOT_REPORTED.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0107,BAIIW0102,BAIIV0163,validation_and_robustness,window=NOT_REPORTED; processing=NOT_REPORTED; injection=NO; ground_truth=NO; selection_function=NO; heldout=NO,ABSTRACT,arXiv abstract/provider metadata,"Available source reports validation/robustness state: window robustness NOT_REPORTED, processing robustness NOT_REPORTED, injection–recovery NO, known ground truth NO, selection-function characterization NO, held-out validation NO.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0108,BAIIW0102,BAIIV0163,reported_conclusions_and_limitations,methodological=High-time-resolution ground photometry demonstrates short-period M-dwarf QPP detection with Fourier and EMD techniques.; catalog=13 QPPs are identified among 44 flares.; validation=No injection–recovery/held-out validation is reported.,ABSTRACT,arXiv abstract/provider metadata,Authors/source-level conclusions were paraphrased as: High-time-resolution ground photometry demonstrates short-period M-dwarf QPP detection with Fourier and EMD techniques. Validation context: No injection–recovery/held-out validation is reported. Limitations: Ground-based sample is method/cadence context rather than direct TESS overlap.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0109,BAIIW0110,BAIIV0177,population_and_sample,TESS=NO; sample=AD Leo sub-second optical campaign; sample_size=211 h over six years; flares=42; QPP_candidates=NOT_REPORTED,ABSTRACT,arXiv abstract,"Available source identifies the observational/sample scope as AD Leo sub-second optical campaign; reported scale: 211 h over six years, flares: 42, QPP candidates: NOT_REPORTED.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0110,BAIIW0110,BAIIV0177,detection_method_and_processing,primary=Time-frequency QPP analysis; additional=Rebinning/cadence-degradation analysis; AFINO=NO; wavelet=YES; Bayesian=NO; gaps=NOT_REPORTED,ABSTRACT,arXiv abstract,Available source describes the primary analysis as Time-frequency QPP analysis; additional processing/method information: Rebinning/cadence-degradation analysis.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0111,BAIIW0110,BAIIV0177,validation_and_robustness,window=YES; processing=YES; injection=NO; ground_truth=NO; selection_function=NO; heldout=NO,ABSTRACT,arXiv abstract,"Available source reports validation/robustness state: window robustness YES, processing robustness YES, injection–recovery NO, known ground truth NO, selection-function characterization NO, held-out validation NO.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0112,BAIIW0110,BAIIV0177,reported_conclusions_and_limitations,methodological=Sub-second data and controlled temporal binning constrain how flare/QPP morphology changes with cadence.; catalog=42 flares are analyzed across 211 h of AD Leo monitoring.; validation=Cadence degradation provides an observational robustness check; no synthetic ground truth is reported.,ABSTRACT,arXiv abstract,Authors/source-level conclusions were paraphrased as: Sub-second data and controlled temporal binning constrain how flare/QPP morphology changes with cadence. Validation context: Cadence degradation provides an observational robustness check; no synthetic ground truth is reported. Limitations: Single-star ground-based data are not direct TESS overlap.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0113,BAIIW0145,BAIIV0222,population_and_sample,"TESS=YES; sample=Main-sequence TESS flare catalogue across Sectors 1–69; sample_size=~14,000 flare stars; flares=~120,000; QPP_candidates=NOT_APPLICABLE",ABSTRACT,arXiv abstract,"Available source identifies the observational/sample scope as Main-sequence TESS flare catalogue across Sectors 1–69; reported scale: ~14,000 flare stars, flares: ~120,000, QPP candidates: NOT_APPLICABLE.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0114,BAIIW0145,BAIIV0222,detection_method_and_processing,primary=flatwrm2 LSTM flare detection; additional=Strict vetting + PCA flare morphology; realistic flare templates; AFINO=NO; wavelet=NO; Bayesian=NO; gaps=NOT_REPORTED,ABSTRACT,arXiv abstract,Available source describes the primary analysis as flatwrm2 LSTM flare detection; additional processing/method information: Strict vetting + PCA flare morphology; realistic flare templates.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0115,BAIIW0145,BAIIV0222,validation_and_robustness,window=NOT_APPLICABLE; processing=YES; injection=NOT_REPORTED; ground_truth=NOT_REPORTED; selection_function=YES; heldout=NOT_REPORTED,ABSTRACT,arXiv abstract,"Available source reports validation/robustness state: window robustness NOT_APPLICABLE, processing robustness YES, injection–recovery NOT_REPORTED, known ground truth NOT_REPORTED, selection-function characterization YES, held-out validation NOT_REPORTED.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0116,BAIIW0145,BAIIV0222,reported_conclusions_and_limitations,"methodological=A retrained LSTM plus strict vetting emphasizes low false-positive rate while acknowledging reduced completeness.; catalog=About 120,000 flares on ~14,000 stars are reported from TESS Sectors 1–69.; validation=Selection trade-offs between false positives and completeness are explicitly discussed; a formal held-out injection benchmark is not resolved in the abstract.",ABSTRACT,arXiv abstract,"Authors/source-level conclusions were paraphrased as: A retrained LSTM plus strict vetting emphasizes low false-positive rate while acknowledging reduced completeness. Validation context: Selection trade-offs between false positives and completeness are explicitly discussed; a formal held-out injection benchmark is not resolved in the abstract. Limitations: Strict filtering/manual vetting reduces completeness, which is directly relevant to catalogue selection effects.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0117,BAIIW0147,BAIIV0226,population_and_sample,TESS=NO; sample=CHEOPS M-dwarf light curves with synthetic injection–recovery; sample_size=63 M dwarfs; flares=349; QPP_candidates=NOT_APPLICABLE,ABSTRACT,arXiv abstract,"Available source identifies the observational/sample scope as CHEOPS M-dwarf light curves with synthetic injection–recovery; reported scale: 63 M dwarfs, flares: 349, QPP candidates: NOT_APPLICABLE.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0118,BAIIW0147,BAIIV0226,detection_method_and_processing,primary=Wavelet-based denoising + flare detection; additional=Injection–recovery optimization and complex-flare decomposition; AFINO=NO; wavelet=YES; Bayesian=NO; gaps=NOT_REPORTED,ABSTRACT,arXiv abstract,Available source describes the primary analysis as Wavelet-based denoising + flare detection; additional processing/method information: Injection–recovery optimization and complex-flare decomposition.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0119,BAIIW0147,BAIIV0226,validation_and_robustness,window=NOT_APPLICABLE; processing=YES; injection=YES; ground_truth=YES; selection_function=YES; heldout=NOT_REPORTED,ABSTRACT,arXiv abstract,"Available source reports validation/robustness state: window robustness NOT_APPLICABLE, processing robustness YES, injection–recovery YES, known ground truth YES, selection-function characterization YES, held-out validation NOT_REPORTED.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0120,BAIIW0147,BAIIV0226,reported_conclusions_and_limitations,methodological=Wavelet denoising tuned by injection–recovery improves low-energy flare recovery.; catalog=349 flares are recovered across 63 M dwarfs; ~40% are complex/multi-peaked.; validation=Injection–recovery shows ~34% improvement in flare recovery after denoising.,ABSTRACT,arXiv abstract,"Authors/source-level conclusions were paraphrased as: Wavelet denoising tuned by injection–recovery improves low-energy flare recovery. Validation context: Injection–recovery shows ~34% improvement in flare recovery after denoising. Limitations: CHEOPS observing mode is stated to be unsuitable for large-scale surveys; transfer to TESS is a methodological comparison, not direct validation.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0121,BAIIW0149,BAIIV0230,population_and_sample,TESS=YES; sample=TESS exoplanet-host flare survey with simulated injection tests; sample_size=NOT_REPORTED; flares=NOT_REPORTED; QPP_candidates=NOT_APPLICABLE,FULL_TEXT,Article abstract and Section 3.2 available in indexed full text,"Available source identifies the observational/sample scope as TESS exoplanet-host flare survey with simulated injection tests; reported scale: NOT_REPORTED, flares: NOT_REPORTED, QPP candidates: NOT_APPLICABLE.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0122,BAIIW0149,BAIIV0230,detection_method_and_processing,primary=ardor multitier flare-detection pipeline; additional=Bayesian model comparison; PR curves; injection–recovery; phase-clustering tests; AFINO=NO; wavelet=NO; Bayesian=YES; gaps=NOT_REPORTED,FULL_TEXT,Article abstract and Section 3.2 available in indexed full text,Available source describes the primary analysis as ardor multitier flare-detection pipeline; additional processing/method information: Bayesian model comparison; PR curves; injection–recovery; phase-clustering tests.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0123,BAIIW0149,BAIIV0230,validation_and_robustness,window=NOT_APPLICABLE; processing=YES; injection=YES; ground_truth=YES; selection_function=YES; heldout=NOT_REPORTED,FULL_TEXT,Article abstract and Section 3.2 available in indexed full text,"Available source reports validation/robustness state: window robustness NOT_APPLICABLE, processing robustness YES, injection–recovery YES, known ground truth YES, selection-function characterization YES, held-out validation NOT_REPORTED.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0124,BAIIW0149,BAIIV0230,reported_conclusions_and_limitations,"methodological=ardor is an implementable multi-tier flare detector with quantified precision–recall and injection–recovery performance.; catalog=The survey identifies candidate planet-induced flare systems, but that physical result is not used as BAII ground truth.; validation=Injected flares in randomly selected TESS light curves establish known truth and recovery maps; PR tests quantify false positives/recall.",FULL_TEXT,Article abstract and Section 3.2 available in indexed full text,Authors/source-level conclusions were paraphrased as: ardor is an implementable multi-tier flare detector with quantified precision–recall and injection–recovery performance. Validation context: Injected flares in randomly selected TESS light curves establish known truth and recovery maps; PR tests quantify false positives/recall. Limitations: No independent confirmatory held-out split matching the BAII F3B contract is reported; some tier validation uses visually vetted real flares.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0125,BAIIW0150,BAIIV0232,population_and_sample,TESS=YES; sample=Combined TESS+CHEOPS M-dwarf sample; sample_size=110 M dwarfs; flares=5620; QPP_candidates=NOT_APPLICABLE,ABSTRACT,arXiv abstract,"Available source identifies the observational/sample scope as Combined TESS+CHEOPS M-dwarf sample; reported scale: 110 M dwarfs, flares: 5620, QPP candidates: NOT_APPLICABLE.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0126,BAIIW0150,BAIIV0232,detection_method_and_processing,primary=Combined-mission flare detection and FFD modeling; additional=Complex-flare decomposition; bias correction; power-law/lognormal/truncated-power-law comparison; AFINO=NO; wavelet=NO; Bayesian=NOT_REPORTED; gaps=NOT_REPORTED,ABSTRACT,arXiv abstract,Available source describes the primary analysis as Combined-mission flare detection and FFD modeling; additional processing/method information: Complex-flare decomposition; bias correction; power-law/lognormal/truncated-power-law comparison.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0127,BAIIW0150,BAIIV0232,validation_and_robustness,window=NOT_APPLICABLE; processing=YES; injection=NOT_REPORTED; ground_truth=NOT_REPORTED; selection_function=YES; heldout=NOT_REPORTED,ABSTRACT,arXiv abstract,"Available source reports validation/robustness state: window robustness NOT_APPLICABLE, processing robustness YES, injection–recovery NOT_REPORTED, known ground truth NOT_REPORTED, selection-function characterization YES, held-out validation NOT_REPORTED.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0128,BAIIW0150,BAIIV0232,reported_conclusions_and_limitations,"methodological=Combined TESS/CHEOPS FFDs are corrected for detection bias and used to separate intrinsic distribution shape from observational flattening.; catalog=5620 flares on 110 M dwarfs span nearly ten orders of magnitude in inferred bolometric energy.; validation=Detection-bias correction is explicit, but the abstract does not specify whether its calibration is injection–recovery based.",ABSTRACT,arXiv abstract,"Authors/source-level conclusions were paraphrased as: Combined TESS/CHEOPS FFDs are corrected for detection bias and used to separate intrinsic distribution shape from observational flattening. Validation context: Detection-bias correction is explicit, but the abstract does not specify whether its calibration is injection–recovery based. Limitations: The high-energy drop remains unexplained and may be intrinsic or observational; injection details are not resolved by the abstract.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0129,BAIIW0154,BAIIV0240,population_and_sample,TESS=NO; sample=Long-term AD Leo ground-based photometry; sample_size=1 star; flares=NOT_REPORTED; QPP_candidates=NOT_APPLICABLE,ABSTRACT,journal abstract indexed online,"Available source identifies the observational/sample scope as Long-term AD Leo ground-based photometry; reported scale: 1 star, flares: NOT_REPORTED, QPP candidates: NOT_APPLICABLE.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0130,BAIIW0154,BAIIV0240,detection_method_and_processing,primary=Logistic regression + FRED template flare detection; additional=Synthetic-flare injection–recovery for completeness; AFINO=NO; wavelet=NO; Bayesian=NO; gaps=NOT_REPORTED,ABSTRACT,journal abstract indexed online,Available source describes the primary analysis as Logistic regression + FRED template flare detection; additional processing/method information: Synthetic-flare injection–recovery for completeness.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0131,BAIIW0154,BAIIV0240,validation_and_robustness,window=NOT_APPLICABLE; processing=YES; injection=YES; ground_truth=YES; selection_function=YES; heldout=NOT_REPORTED,ABSTRACT,journal abstract indexed online,"Available source reports validation/robustness state: window robustness NOT_APPLICABLE, processing robustness YES, injection–recovery YES, known ground truth YES, selection-function characterization YES, held-out validation NOT_REPORTED.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0132,BAIIW0154,BAIIV0240,reported_conclusions_and_limitations,methodological=An automated logistic-regression/FRED pipeline is calibrated with synthetic injections for ground-based flare studies.; catalog=Single-star AD Leo flare-frequency analysis.; validation=Synthetic-flare injection–recovery quantifies detection completeness.,ABSTRACT,journal abstract indexed online,Authors/source-level conclusions were paraphrased as: An automated logistic-regression/FRED pipeline is calibrated with synthetic injections for ground-based flare studies. Validation context: Synthetic-flare injection–recovery quantifies detection completeness. Limitations: Ground-based single-star transfer to TESS/QPP work is methodological context rather than direct observational overlap.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0133,BAIIW0156,BAIIV0242,population_and_sample,TESS=YES; sample=TESS 20-s flare classifier trained on quiescent light curves + synthetic flares; sample_size=~1000 quiescent 20-s light curves for training backgrounds; flares=100 synthetic flares injected per training light curve; QPP_candidates=NOT_APPLICABLE,FULL_TEXT,"AAS-provided article PDF, Sections 2–5","Available source identifies the observational/sample scope as TESS 20-s flare classifier trained on quiescent light curves + synthetic flares; reported scale: ~1000 quiescent 20-s light curves for training backgrounds, flares: 100 synthetic flares injected per training light curve, QPP candidates: NOT_APPLICABLE.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0134,BAIIW0156,BAIIV0242,detection_method_and_processing,primary=flarenet 1D convolutional neural network; additional=Synthetic training flares; injection–recovery; configurable threshold; gap filling; AFINO=NO; wavelet=NO; Bayesian=NO; gaps=YES,FULL_TEXT,"AAS-provided article PDF, Sections 2–5",Available source describes the primary analysis as flarenet 1D convolutional neural network; additional processing/method information: Synthetic training flares; injection–recovery; configurable threshold; gap filling.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0135,BAIIW0156,BAIIV0242,validation_and_robustness,window=NOT_REPORTED; processing=YES; injection=YES; ground_truth=YES; selection_function=YES; heldout=NOT_REPORTED,FULL_TEXT,"AAS-provided article PDF, Sections 2–5","Available source reports validation/robustness state: window robustness NOT_REPORTED, processing robustness YES, injection–recovery YES, known ground truth YES, selection-function characterization YES, held-out validation NOT_REPORTED.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0136,BAIIW0156,BAIIV0242,reported_conclusions_and_limitations,methodological=flarenet provides an implementable TESS 20-s CNN flare detector without preliminary detrending.; catalog=NOT_APPLICABLE; validation=Injection–recovery reports median prediction 0.87 overall and 0.98 for S/N>2; performance is threshold-dependent.,FULL_TEXT,"AAS-provided article PDF, Sections 2–5",Authors/source-level conclusions were paraphrased as: flarenet provides an implementable TESS 20-s CNN flare detector without preliminary detrending. Validation context: Injection–recovery reports median prediction 0.87 overall and 0.98 for S/N>2; performance is threshold-dependent. Limitations: Injection evaluation draws from the same flare-parameter distribution/background family used for training; an independent project-style held-out benchmark is not stated.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0137,BAIIW0165,BAIIV0253,population_and_sample,TESS=YES; sample=Simultaneous/paired TESS and Swift M-dwarf flare timing/energy catalogue; sample_size=13 rows in timing/energy sample; 114 rows in candidate pointing-yield table; flares=NOT_REPORTED; QPP_candidates=NOT_APPLICABLE,TABLE,VizieR catalogue metadata/tables,"Available source identifies the observational/sample scope as Simultaneous/paired TESS and Swift M-dwarf flare timing/energy catalogue; reported scale: 13 rows in timing/energy sample; 114 rows in candidate pointing-yield table, flares: NOT_REPORTED, QPP candidates: NOT_APPLICABLE.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0138,BAIIW0165,BAIIV0253,detection_method_and_processing,primary=Multiwavelength flare timing and energy catalogue; additional=TESS/Swift timing lag and energy budgets; AFINO=NO; wavelet=NO; Bayesian=NOT_REPORTED; gaps=NOT_REPORTED,TABLE,VizieR catalogue metadata/tables,Available source describes the primary analysis as Multiwavelength flare timing and energy catalogue; additional processing/method information: TESS/Swift timing lag and energy budgets.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0139,BAIIW0165,BAIIV0253,validation_and_robustness,window=NOT_APPLICABLE; processing=NOT_REPORTED; injection=NO; ground_truth=NO; selection_function=NOT_REPORTED; heldout=NO,TABLE,VizieR catalogue metadata/tables,"Available source reports validation/robustness state: window robustness NOT_APPLICABLE, processing robustness NOT_REPORTED, injection–recovery NO, known ground truth NO, selection-function characterization NOT_REPORTED, held-out validation NO.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0140,BAIIW0165,BAIIV0253,reported_conclusions_and_limitations,methodological=The preferred work is a structured VizieR data product linking TESS and Swift flare timing/energetics.; catalog=VizieR exposes a 13-row flare timing/energy table and a 114-row candidate-pointing yield table.; validation=No injection–recovery/held-out detector validation is established by the catalogue metadata.,TABLE,VizieR catalogue metadata/tables,Authors/source-level conclusions were paraphrased as: The preferred work is a structured VizieR data product linking TESS and Swift flare timing/energetics. Validation context: No injection–recovery/held-out detector validation is established by the catalogue metadata. Limitations: The catalogue record is preferred in BAII.3; detailed methodology resides in its linked journal article.,VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
BAII4E0141,BAIIW0168,BAIIV0257,population_and_sample,TESS=NOT_REPORTED; sample=Method study with extensive simulation and empirical stellar time series; sample_size=NOT_REPORTED; flares=NOT_REPORTED; QPP_candidates=NOT_APPLICABLE,ABSTRACT,arXiv abstract,"Available source identifies the observational/sample scope as Method study with extensive simulation and empirical stellar time series; reported scale: NOT_REPORTED, flares: NOT_REPORTED, QPP candidates: NOT_APPLICABLE.",VERIFIED_FROM_AVAILABLE_SOURCE,No long verbatim quotation retained. Fields not resolved from the available source remain explicitly NOT_REPORTED.
