occurrence_id,manuscript_version,term,section_or_artifact,paragraph_id,claim_ids,evidence_planes,occurrence_count,scope_explicit,qualification_present,context_class,status,excerpt
M14V2L118,V2,CORRECTION,6,M1P0051,M1C012;M1C017;M1C018;M1C023;M1C024,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"Under known synthetic truth, the untouched 10/10 AFINO 0.5 rule displays a low-sensitivity, very-high-specificity operating profile in the frozen F3B domain. A DEVELOPMENT candidate was not promoted because it failed the preregistered specificity-preservation gate, and the independent HELDOUT remained single-use. The resulting selection surface and period-recovery products characterize that synthetic domain but do not observationally validate AFINO. Phase 3B therefore closes with correction NOT_"
M14V2L119,V2,VALIDATION,6,M1P0052,M1C024;M1C023,M1EP05,1,true,true,OBSERVATIONAL_SCOPE_EXPLICIT_OR_NEGATED,PASS,"Taken together, the evidence supports a bounded methodological conclusion: reproducibility, robustness, numerical stability, and synthetic-ground-truth performance can be characterized rigorously only when their truth conditions and denominators remain explicit. The manuscript therefore provides a documented basis for later population work while intentionally stopping short of observational validation or a population correction."
M14V2L120,V2,GROUND_TRUTH,6,M1P0052,M1C024;M1C023,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"Taken together, the evidence supports a bounded methodological conclusion: reproducibility, robustness, numerical stability, and synthetic-ground-truth performance can be characterized rigorously only when their truth conditions and denominators remain explicit. The manuscript therefore provides a documented basis for later population work while intentionally stopping short of observational validation or a population correction."
M14V2L121,V2,ROBUSTNESS,6,M1P0052,M1C024;M1C023,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"Taken together, the evidence supports a bounded methodological conclusion: reproducibility, robustness, numerical stability, and synthetic-ground-truth performance can be characterized rigorously only when their truth conditions and denominators remain explicit. The manuscript therefore provides a documented basis for later population work while intentionally stopping short of observational validation or a population correction."
M14V2L122,V2,STABILITY,6,M1P0052,M1C024;M1C023,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"Taken together, the evidence supports a bounded methodological conclusion: reproducibility, robustness, numerical stability, and synthetic-ground-truth performance can be characterized rigorously only when their truth conditions and denominators remain explicit. The manuscript therefore provides a documented basis for later population work while intentionally stopping short of observational validation or a population correction."
M14V2L123,V2,CORRECTION,6,M1P0052,M1C024;M1C023,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"Taken together, the evidence supports a bounded methodological conclusion: reproducibility, robustness, numerical stability, and synthetic-ground-truth performance can be characterized rigorously only when their truth conditions and denominators remain explicit. The manuscript therefore provides a documented basis for later population work while intentionally stopping short of observational validation or a population correction."
M14V2L124,V2,VALIDATION,M1T01,M1T01,M1C029,M1EP01;M1EP02;M1EP03;M1EP04;M1EP05;M1EP06,4,true,true,OBSERVATIONAL_SCOPE_EXPLICIT_OR_NEGATED,PASS,"table* [t] Manuscript 1 evidence planes and truth conditions. tab:m1_evidence_planes tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 plane & data_type & ground_truth_status & what_it_establishes & what_it_does_not_establish & manuscript_role \\ F0 & OBSERVATIONAL & OBSERVATIONAL_REFERENCE_NOT_PHYSICAL_GROUND_TRUTH & Reproducibility of the frozen public AFINO baseline on the observational reproduction cohort and the operational baseline used downstream. & Observational physical QPP truth, popul"
M14V2L125,V2,GROUND_TRUTH,M1T01,M1T01,M1C029,M1EP01;M1EP02;M1EP03;M1EP04;M1EP05;M1EP06,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"table* [t] Manuscript 1 evidence planes and truth conditions. tab:m1_evidence_planes tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 plane & data_type & ground_truth_status & what_it_establishes & what_it_does_not_establish & manuscript_role \\ F0 & OBSERVATIONAL & OBSERVATIONAL_REFERENCE_NOT_PHYSICAL_GROUND_TRUTH & Reproducibility of the frozen public AFINO baseline on the observational reproduction cohort and the operational baseline used downstream. & Observational physical QPP truth, popul"
M14V2L126,V2,SENSITIVITY,M1T01,M1T01,M1C029,M1EP01;M1EP02;M1EP03;M1EP04;M1EP05;M1EP06,4,true,true,FROZEN_TABLE_SCOPE_EXPLICIT,PASS,"table* [t] Manuscript 1 evidence planes and truth conditions. tab:m1_evidence_planes tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 plane & data_type & ground_truth_status & what_it_establishes & what_it_does_not_establish & manuscript_role \\ F0 & OBSERVATIONAL & OBSERVATIONAL_REFERENCE_NOT_PHYSICAL_GROUND_TRUTH & Reproducibility of the frozen public AFINO baseline on the observational reproduction cohort and the operational baseline used downstream. & Observational physical QPP truth, popul"
M14V2L127,V2,SPECIFICITY,M1T01,M1T01,M1C029,M1EP01;M1EP02;M1EP03;M1EP04;M1EP05;M1EP06,3,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,"table* [t] Manuscript 1 evidence planes and truth conditions. tab:m1_evidence_planes tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 plane & data_type & ground_truth_status & what_it_establishes & what_it_does_not_establish & manuscript_role \\ F0 & OBSERVATIONAL & OBSERVATIONAL_REFERENCE_NOT_PHYSICAL_GROUND_TRUTH & Reproducibility of the frozen public AFINO baseline on the observational reproduction cohort and the operational baseline used downstream. & Observational physical QPP truth, popul"
M14V2L128,V2,FPR,M1T01,M1T01,M1C029,M1EP01;M1EP02;M1EP03;M1EP04;M1EP05;M1EP06,3,true,true,DENOMINATOR_DOMAIN_EXPLICIT_OR_NEGATED,PASS,"table* [t] Manuscript 1 evidence planes and truth conditions. tab:m1_evidence_planes tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 plane & data_type & ground_truth_status & what_it_establishes & what_it_does_not_establish & manuscript_role \\ F0 & OBSERVATIONAL & OBSERVATIONAL_REFERENCE_NOT_PHYSICAL_GROUND_TRUTH & Reproducibility of the frozen public AFINO baseline on the observational reproduction cohort and the operational baseline used downstream. & Observational physical QPP truth, popul"
M14V2L129,V2,ACCURACY,M1T01,M1T01,M1C029,M1EP01;M1EP02;M1EP03;M1EP04;M1EP05;M1EP06,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"table* [t] Manuscript 1 evidence planes and truth conditions. tab:m1_evidence_planes tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 plane & data_type & ground_truth_status & what_it_establishes & what_it_does_not_establish & manuscript_role \\ F0 & OBSERVATIONAL & OBSERVATIONAL_REFERENCE_NOT_PHYSICAL_GROUND_TRUTH & Reproducibility of the frozen public AFINO baseline on the observational reproduction cohort and the operational baseline used downstream. & Observational physical QPP truth, popul"
M14V2L130,V2,ROBUSTNESS,M1T01,M1T01,M1C029,M1EP01;M1EP02;M1EP03;M1EP04;M1EP05;M1EP06,4,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"table* [t] Manuscript 1 evidence planes and truth conditions. tab:m1_evidence_planes tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 plane & data_type & ground_truth_status & what_it_establishes & what_it_does_not_establish & manuscript_role \\ F0 & OBSERVATIONAL & OBSERVATIONAL_REFERENCE_NOT_PHYSICAL_GROUND_TRUTH & Reproducibility of the frozen public AFINO baseline on the observational reproduction cohort and the operational baseline used downstream. & Observational physical QPP truth, popul"
M14V2L131,V2,STABILITY,M1T01,M1T01,M1C029,M1EP01;M1EP02;M1EP03;M1EP04;M1EP05;M1EP06,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"table* [t] Manuscript 1 evidence planes and truth conditions. tab:m1_evidence_planes tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 plane & data_type & ground_truth_status & what_it_establishes & what_it_does_not_establish & manuscript_role \\ F0 & OBSERVATIONAL & OBSERVATIONAL_REFERENCE_NOT_PHYSICAL_GROUND_TRUTH & Reproducibility of the frozen public AFINO baseline on the observational reproduction cohort and the operational baseline used downstream. & Observational physical QPP truth, popul"
M14V2L132,V2,SELECTION_FUNCTION,M1T01,M1T01,M1C029,M1EP01;M1EP02;M1EP03;M1EP04;M1EP05;M1EP06,2,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"table* [t] Manuscript 1 evidence planes and truth conditions. tab:m1_evidence_planes tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 plane & data_type & ground_truth_status & what_it_establishes & what_it_does_not_establish & manuscript_role \\ F0 & OBSERVATIONAL & OBSERVATIONAL_REFERENCE_NOT_PHYSICAL_GROUND_TRUTH & Reproducibility of the frozen public AFINO baseline on the observational reproduction cohort and the operational baseline used downstream. & Observational physical QPP truth, popul"
M14V2L133,V2,CORRECTION,M1T01,M1T01,M1C029,M1EP01;M1EP02;M1EP03;M1EP04;M1EP05;M1EP06,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"table* [t] Manuscript 1 evidence planes and truth conditions. tab:m1_evidence_planes tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 plane & data_type & ground_truth_status & what_it_establishes & what_it_does_not_establish & manuscript_role \\ F0 & OBSERVATIONAL & OBSERVATIONAL_REFERENCE_NOT_PHYSICAL_GROUND_TRUTH & Reproducibility of the frozen public AFINO baseline on the observational reproduction cohort and the operational baseline used downstream. & Observational physical QPP truth, popul"
M14V2L134,V2,PREVALENCE,M1T01,M1T01,M1C029,M1EP01;M1EP02;M1EP03;M1EP04;M1EP05;M1EP06,2,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,"table* [t] Manuscript 1 evidence planes and truth conditions. tab:m1_evidence_planes tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 plane & data_type & ground_truth_status & what_it_establishes & what_it_does_not_establish & manuscript_role \\ F0 & OBSERVATIONAL & OBSERVATIONAL_REFERENCE_NOT_PHYSICAL_GROUND_TRUTH & Reproducibility of the frozen public AFINO baseline on the observational reproduction cohort and the operational baseline used downstream. & Observational physical QPP truth, popul"
M14V2L135,V2,GROUND_TRUTH,M1T02,M1T02,M1C006;M1C008;M1C009;M1C011,M1EP04,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,table* [t] F3A catalogue-scale robustness counts and interpretive scope. tab:m1_f3a_counts tabular p 0.16 p 0.16 p 0.16 p 0.16 category & scope & count_or_state & interpretive_scope \\ Cohort & all F3A observational references & 122 events & Observational reference cohort; not physical ground truth \\ Primary variants & frozen 13 x 6 matrix across 122 events & 9516 & Repeated-measure methodological variants \\ Input eligibility & eligible variants & 6422 & Eligible for classification within the 
M14V2L136,V2,FPR,M1T02,M1T02,M1C006;M1C008;M1C009;M1C011,M1EP04,2,true,true,DENOMINATOR_DOMAIN_EXPLICIT_OR_NEGATED,PASS,table* [t] F3A catalogue-scale robustness counts and interpretive scope. tab:m1_f3a_counts tabular p 0.16 p 0.16 p 0.16 p 0.16 category & scope & count_or_state & interpretive_scope \\ Cohort & all F3A observational references & 122 events & Observational reference cohort; not physical ground truth \\ Primary variants & frozen 13 x 6 matrix across 122 events & 9516 & Repeated-measure methodological variants \\ Input eligibility & eligible variants & 6422 & Eligible for classification within the 
M14V2L137,V2,ROBUSTNESS,M1T02,M1T02,M1C006;M1C008;M1C009;M1C011,M1EP04,2,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,table* [t] F3A catalogue-scale robustness counts and interpretive scope. tab:m1_f3a_counts tabular p 0.16 p 0.16 p 0.16 p 0.16 category & scope & count_or_state & interpretive_scope \\ Cohort & all F3A observational references & 122 events & Observational reference cohort; not physical ground truth \\ Primary variants & frozen 13 x 6 matrix across 122 events & 9516 & Repeated-measure methodological variants \\ Input eligibility & eligible variants & 6422 & Eligible for classification within the 
M14V2L138,V2,STABILITY,M1T02,M1T02,M1C006;M1C008;M1C009;M1C011,M1EP04,4,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,table* [t] F3A catalogue-scale robustness counts and interpretive scope. tab:m1_f3a_counts tabular p 0.16 p 0.16 p 0.16 p 0.16 category & scope & count_or_state & interpretive_scope \\ Cohort & all F3A observational references & 122 events & Observational reference cohort; not physical ground truth \\ Primary variants & frozen 13 x 6 matrix across 122 events & 9516 & Repeated-measure methodological variants \\ Input eligibility & eligible variants & 6422 & Eligible for classification within the 
M14V2L139,V2,GROUND_TRUTH,M1T03,M1T03,M1C013;M1C014;M1C015;M1C016,M1EP05,9,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,table* [t] Frozen DEVELOPMENT and independent HELDOUT synthetic-ground-truth performance; split-specific only. tab:m1_synthetic_performance tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 metric & DEVELOPMENT & DEVELOPMENT_95pct_Wilson & HELDOUT & HELDOUT_95pct_Wilson & interpretive_scope \\ TP & 143 & & 152 & & Synthetic-ground-truth performance within the frozen design. No observational performance inference. \\ FN & 1657 & & 1648 & & Synthetic-ground-truth performance within the frozen desi
M14V2L140,V2,SENSITIVITY,M1T03,M1T03,M1C013;M1C014;M1C015;M1C016,M1EP05,1,true,true,METHODOLOGICAL_OR_NEGATED_CONTEXT,PASS,table* [t] Frozen DEVELOPMENT and independent HELDOUT synthetic-ground-truth performance; split-specific only. tab:m1_synthetic_performance tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 metric & DEVELOPMENT & DEVELOPMENT_95pct_Wilson & HELDOUT & HELDOUT_95pct_Wilson & interpretive_scope \\ TP & 143 & & 152 & & Synthetic-ground-truth performance within the frozen design. No observational performance inference. \\ FN & 1657 & & 1648 & & Synthetic-ground-truth performance within the frozen desi
M14V2L141,V2,SPECIFICITY,M1T03,M1T03,M1C013;M1C014;M1C015;M1C016,M1EP05,1,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,table* [t] Frozen DEVELOPMENT and independent HELDOUT synthetic-ground-truth performance; split-specific only. tab:m1_synthetic_performance tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 metric & DEVELOPMENT & DEVELOPMENT_95pct_Wilson & HELDOUT & HELDOUT_95pct_Wilson & interpretive_scope \\ TP & 143 & & 152 & & Synthetic-ground-truth performance within the frozen design. No observational performance inference. \\ FN & 1657 & & 1648 & & Synthetic-ground-truth performance within the frozen desi
M14V2L142,V2,FPR,M1T03,M1T03,M1C013;M1C014;M1C015;M1C016,M1EP05,1,true,true,DENOMINATOR_DOMAIN_EXPLICIT_OR_NEGATED,PASS,table* [t] Frozen DEVELOPMENT and independent HELDOUT synthetic-ground-truth performance; split-specific only. tab:m1_synthetic_performance tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 metric & DEVELOPMENT & DEVELOPMENT_95pct_Wilson & HELDOUT & HELDOUT_95pct_Wilson & interpretive_scope \\ TP & 143 & & 152 & & Synthetic-ground-truth performance within the frozen design. No observational performance inference. \\ FN & 1657 & & 1648 & & Synthetic-ground-truth performance within the frozen desi
M14V2L143,V2,ACCURACY,M1T03,M1T03,M1C013;M1C014;M1C015;M1C016,M1EP05,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,table* [t] Frozen DEVELOPMENT and independent HELDOUT synthetic-ground-truth performance; split-specific only. tab:m1_synthetic_performance tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 metric & DEVELOPMENT & DEVELOPMENT_95pct_Wilson & HELDOUT & HELDOUT_95pct_Wilson & interpretive_scope \\ TP & 143 & & 152 & & Synthetic-ground-truth performance within the frozen design. No observational performance inference. \\ FN & 1657 & & 1648 & & Synthetic-ground-truth performance within the frozen desi
M14V2L144,V2,VALIDATION,M1T04,M1T04,M1C007;M1C010;M1C020;M1C023;M1C024;M1C028,M1EP03;M1EP04;M1EP05;M1EP06,4,true,true,OBSERVATIONAL_SCOPE_EXPLICIT_OR_NEGATED,PASS,table* [t] Manuscript-facing claim and limitation boundaries from the frozen M1.1 claim architecture. tab:m1_claim_boundaries tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 evidence_or_result & claim_ids & allowed_interpretation & mandatory_qualification & prohibited_interpretation \\ F0 reproduction & M1C001 & The frozen public AFINO baseline reproduced the five published TESS detections in the F0 reproduction cohort. & Scope to the frozen F0 cohort; paper-code identity remains unresolved. & AFINO 
M14V2L145,V2,GROUND_TRUTH,M1T04,M1T04,M1C007;M1C010;M1C020;M1C023;M1C024;M1C028,M1EP03;M1EP04;M1EP05;M1EP06,1,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,table* [t] Manuscript-facing claim and limitation boundaries from the frozen M1.1 claim architecture. tab:m1_claim_boundaries tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 evidence_or_result & claim_ids & allowed_interpretation & mandatory_qualification & prohibited_interpretation \\ F0 reproduction & M1C001 & The frozen public AFINO baseline reproduced the five published TESS detections in the F0 reproduction cohort. & Scope to the frozen F0 cohort; paper-code identity remains unresolved. & AFINO 
M14V2L146,V2,SENSITIVITY,M1T04,M1T04,M1C007;M1C010;M1C020;M1C023;M1C024;M1C028,M1EP03;M1EP04;M1EP05;M1EP06,2,true,true,FROZEN_TABLE_SCOPE_EXPLICIT,PASS,table* [t] Manuscript-facing claim and limitation boundaries from the frozen M1.1 claim architecture. tab:m1_claim_boundaries tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 evidence_or_result & claim_ids & allowed_interpretation & mandatory_qualification & prohibited_interpretation \\ F0 reproduction & M1C001 & The frozen public AFINO baseline reproduced the five published TESS detections in the F0 reproduction cohort. & Scope to the frozen F0 cohort; paper-code identity remains unresolved. & AFINO 
M14V2L147,V2,SPECIFICITY,M1T04,M1T04,M1C007;M1C010;M1C020;M1C023;M1C024;M1C028,M1EP03;M1EP04;M1EP05;M1EP06,3,true,true,SYNTHETIC_METRIC_OR_GATE_CONTEXT,PASS,table* [t] Manuscript-facing claim and limitation boundaries from the frozen M1.1 claim architecture. tab:m1_claim_boundaries tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 evidence_or_result & claim_ids & allowed_interpretation & mandatory_qualification & prohibited_interpretation \\ F0 reproduction & M1C001 & The frozen public AFINO baseline reproduced the five published TESS detections in the F0 reproduction cohort. & Scope to the frozen F0 cohort; paper-code identity remains unresolved. & AFINO 
M14V2L148,V2,FPR,M1T04,M1T04,M1C007;M1C010;M1C020;M1C023;M1C024;M1C028,M1EP03;M1EP04;M1EP05;M1EP06,7,true,true,DENOMINATOR_DOMAIN_EXPLICIT_OR_NEGATED,PASS,table* [t] Manuscript-facing claim and limitation boundaries from the frozen M1.1 claim architecture. tab:m1_claim_boundaries tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 evidence_or_result & claim_ids & allowed_interpretation & mandatory_qualification & prohibited_interpretation \\ F0 reproduction & M1C001 & The frozen public AFINO baseline reproduced the five published TESS detections in the F0 reproduction cohort. & Scope to the frozen F0 cohort; paper-code identity remains unresolved. & AFINO 
M14V2L149,V2,ACCURACY,M1T04,M1T04,M1C007;M1C010;M1C020;M1C023;M1C024;M1C028,M1EP03;M1EP04;M1EP05;M1EP06,3,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,table* [t] Manuscript-facing claim and limitation boundaries from the frozen M1.1 claim architecture. tab:m1_claim_boundaries tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 evidence_or_result & claim_ids & allowed_interpretation & mandatory_qualification & prohibited_interpretation \\ F0 reproduction & M1C001 & The frozen public AFINO baseline reproduced the five published TESS detections in the F0 reproduction cohort. & Scope to the frozen F0 cohort; paper-code identity remains unresolved. & AFINO 
M14V2L150,V2,ROBUSTNESS,M1T04,M1T04,M1C007;M1C010;M1C020;M1C023;M1C024;M1C028,M1EP03;M1EP04;M1EP05;M1EP06,3,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,table* [t] Manuscript-facing claim and limitation boundaries from the frozen M1.1 claim architecture. tab:m1_claim_boundaries tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 evidence_or_result & claim_ids & allowed_interpretation & mandatory_qualification & prohibited_interpretation \\ F0 reproduction & M1C001 & The frozen public AFINO baseline reproduced the five published TESS detections in the F0 reproduction cohort. & Scope to the frozen F0 cohort; paper-code identity remains unresolved. & AFINO 
M14V2L151,V2,STABILITY,M1T04,M1T04,M1C007;M1C010;M1C020;M1C023;M1C024;M1C028,M1EP03;M1EP04;M1EP05;M1EP06,2,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,table* [t] Manuscript-facing claim and limitation boundaries from the frozen M1.1 claim architecture. tab:m1_claim_boundaries tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 evidence_or_result & claim_ids & allowed_interpretation & mandatory_qualification & prohibited_interpretation \\ F0 reproduction & M1C001 & The frozen public AFINO baseline reproduced the five published TESS detections in the F0 reproduction cohort. & Scope to the frozen F0 cohort; paper-code identity remains unresolved. & AFINO 
M14V2L152,V2,SELECTION_FUNCTION,M1T04,M1T04,M1C007;M1C010;M1C020;M1C023;M1C024;M1C028,M1EP03;M1EP04;M1EP05;M1EP06,4,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,table* [t] Manuscript-facing claim and limitation boundaries from the frozen M1.1 claim architecture. tab:m1_claim_boundaries tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 evidence_or_result & claim_ids & allowed_interpretation & mandatory_qualification & prohibited_interpretation \\ F0 reproduction & M1C001 & The frozen public AFINO baseline reproduced the five published TESS detections in the F0 reproduction cohort. & Scope to the frozen F0 cohort; paper-code identity remains unresolved. & AFINO 
M14V2L153,V2,CORRECTION,M1T04,M1T04,M1C007;M1C010;M1C020;M1C023;M1C024;M1C028,M1EP03;M1EP04;M1EP05;M1EP06,5,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,table* [t] Manuscript-facing claim and limitation boundaries from the frozen M1.1 claim architecture. tab:m1_claim_boundaries tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 evidence_or_result & claim_ids & allowed_interpretation & mandatory_qualification & prohibited_interpretation \\ F0 reproduction & M1C001 & The frozen public AFINO baseline reproduced the five published TESS detections in the F0 reproduction cohort. & Scope to the frozen F0 cohort; paper-code identity remains unresolved. & AFINO 
M14V2L154,V2,COMPLETENESS,M1T04,M1T04,M1C007;M1C010;M1C020;M1C023;M1C024;M1C028,M1EP03;M1EP04;M1EP05;M1EP06,2,true,true,SCOPE_PRESENT_IN_TRACE_CONTEXT,PASS,table* [t] Manuscript-facing claim and limitation boundaries from the frozen M1.1 claim architecture. tab:m1_claim_boundaries tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 evidence_or_result & claim_ids & allowed_interpretation & mandatory_qualification & prohibited_interpretation \\ F0 reproduction & M1C001 & The frozen public AFINO baseline reproduced the five published TESS detections in the F0 reproduction cohort. & Scope to the frozen F0 cohort; paper-code identity remains unresolved. & AFINO 
M14V2L155,V2,PRIORITY,M1T04,M1T04,M1C007;M1C010;M1C020;M1C023;M1C024;M1C028,M1EP03;M1EP04;M1EP05;M1EP06,5,true,true,PRIORITY_FIREWALL_OR_ORDINAL_CONTEXT,PASS,table* [t] Manuscript-facing claim and limitation boundaries from the frozen M1.1 claim architecture. tab:m1_claim_boundaries tabular p 0.16 p 0.16 p 0.16 p 0.16 p 0.16 evidence_or_result & claim_ids & allowed_interpretation & mandatory_qualification & prohibited_interpretation \\ F0 reproduction & M1C001 & The frozen public AFINO baseline reproduced the five published TESS detections in the F0 reproduction cohort. & Scope to the frozen F0 cohort; paper-code identity remains unresolved. & AFINO 
