work_id,preferred_version_id,title_abstract_decision,final_screening_decision,screening_basis,inclusion_criteria_met,primary_exclusion_criterion,secondary_exclusion_criteria,decision_evidence_text,decision_evidence_locator,full_text_required,full_text_accessed,full_text_source,full_text_sha256_if_local,decision_status,notes
BAIIW0136,BAIIV0212,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E1,,The work concerns compact-object or blazar/pulsar QPO/pulsation phenomena without a material methodological transfer to stellar flares.,preferred_version=BAIIV0212; title+abstract+provider metadata; raw_hit_ids=BAII2H000213;BAII2H000216,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0137,BAIIV0213,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E1,,The work concerns compact-object or blazar/pulsar QPO/pulsation phenomena without a material methodological transfer to stellar flares.,preferred_version=BAIIV0213; title+abstract+provider metadata; raw_hit_ids=BAII2H000214,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0138,BAIIV0214,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E2,,The work is solar-only and does not meet the threshold for material transfer into the stellar-flare screening set.,preferred_version=BAIIV0214; title+abstract+provider metadata; raw_hit_ids=BAII2H000215,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0139,BAIIV0215,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0215; title+abstract+provider metadata; raw_hit_ids=BAII2H000227,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0140,BAIIV0216,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0216; title+abstract+provider metadata; raw_hit_ids=BAII2H000241,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0141,BAIIV0217,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0217; title+abstract+provider metadata; raw_hit_ids=BAII2H000242,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0142,BAIIV0218,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0218; title+abstract+provider metadata; raw_hit_ids=BAII2H000243,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0143,BAIIV0219,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0219; title+abstract+provider metadata; raw_hit_ids=BAII2H000244,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0144,BAIIV0220,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0220; title+abstract+provider metadata; raw_hit_ids=BAII2H000245,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0145,BAIIV0222,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I2;I4,,,"Uses a TESS stellar-flare sample or catalogue that is material to catalogue-scale comparison. Examines cadence, detrending, preprocessing, noise, or related robustness relevant to flare/QPP analysis.",preferred_version=BAIIV0222; title+abstract+provider metadata; raw_hit_ids=BAII2H000249;BAII2H000301,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0146,BAIIV0223,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E6,,"Retained as useful stellar-flare/QPP physical or observational context, but it does not meet the frozen design/method/catalogue inclusion threshold.",preferred_version=BAIIV0223; title+abstract+provider metadata; raw_hit_ids=BAII2H000251;BAII2H000312,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0147,BAIIV0226,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I4;I5,,,"Examines cadence, detrending, preprocessing, noise, or related robustness relevant to flare/QPP analysis. Uses injection–recovery, simulation, or completeness characterization relevant to validation/selection-function design.",preferred_version=BAIIV0226; title+abstract+provider metadata; raw_hit_ids=BAII2H000252;BAII2H000317,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0148,BAIIV0228,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0228; title+abstract+provider metadata; raw_hit_ids=BAII2H000253;BAII2H000305,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0149,BAIIV0230,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I2;I5;I7,,,"Uses a TESS stellar-flare sample or catalogue that is material to catalogue-scale comparison. Uses injection–recovery, simulation, or completeness characterization relevant to validation/selection-function design. Provides a recent close methodological or observational comparator for Manuscript 1.",preferred_version=BAIIV0230; title+abstract+provider metadata; raw_hit_ids=BAII2H000255;BAII2H000266,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0150,BAIIV0232,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I2;I4;I5,,,"Uses a TESS stellar-flare sample or catalogue that is material to catalogue-scale comparison. Examines cadence, detrending, preprocessing, noise, or related robustness relevant to flare/QPP analysis. Uses injection–recovery, simulation, or completeness characterization relevant to validation/selection-function design.",preferred_version=BAIIV0232; title+abstract+provider metadata; raw_hit_ids=BAII2H000256;BAII2H000262;BAII2H000308,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0151,BAIIV0234,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E6,,"Retained as useful stellar-flare/QPP physical or observational context, but it does not meet the frozen design/method/catalogue inclusion threshold.",preferred_version=BAIIV0234; title+abstract+provider metadata; raw_hit_ids=BAII2H000257;BAII2H000310,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0152,BAIIV0236,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E2,,The work is solar-only and does not meet the threshold for material transfer into the stellar-flare screening set.,preferred_version=BAIIV0236; title+abstract+provider metadata; raw_hit_ids=BAII2H000258;BAII2H000316,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0153,BAIIV0239,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0239; title+abstract+provider metadata; raw_hit_ids=BAII2H000259;BAII2H000274;BAII2H000313,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0154,BAIIV0240,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I5;I7,,,"Uses injection–recovery, simulation, or completeness characterization relevant to validation/selection-function design. Provides a recent close methodological or observational comparator for Manuscript 1.",preferred_version=BAIIV0240; title+abstract+provider metadata; raw_hit_ids=BAII2H000260,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0155,BAIIV0241,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0241; title+abstract+provider metadata; raw_hit_ids=BAII2H000261,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0156,BAIIV0242,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I5;I7,,,"Uses injection–recovery, simulation, or completeness characterization relevant to validation/selection-function design. Provides a recent close methodological or observational comparator for Manuscript 1.",preferred_version=BAIIV0242; title+abstract+provider metadata; raw_hit_ids=BAII2H000263,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0157,BAIIV0243,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0243; title+abstract+provider metadata; raw_hit_ids=BAII2H000265,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0158,BAIIV0245,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0245; title+abstract+provider metadata; raw_hit_ids=BAII2H000267,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0159,BAIIV0246,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0246; title+abstract+provider metadata; raw_hit_ids=BAII2H000268;BAII2H000303,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0160,BAIIV0247,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0247; title+abstract+provider metadata; raw_hit_ids=BAII2H000269;BAII2H000306,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0161,BAIIV0248,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0248; title+abstract+provider metadata; raw_hit_ids=BAII2H000270;BAII2H000307,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0162,BAIIV0250,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0250; title+abstract+provider metadata; raw_hit_ids=BAII2H000271,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0163,BAIIV0251,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0251; title+abstract+provider metadata; raw_hit_ids=BAII2H000272,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0164,BAIIV0252,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0252; title+abstract+provider metadata; raw_hit_ids=BAII2H000273;BAII2H000309,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0165,BAIIV0253,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I2,,,Uses a TESS stellar-flare sample or catalogue that is material to catalogue-scale comparison.,preferred_version=BAIIV0253; title+abstract+provider metadata; raw_hit_ids=BAII2H000275,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0166,BAIIV0255,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0255; title+abstract+provider metadata; raw_hit_ids=BAII2H000276;BAII2H000315,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0167,BAIIV0256,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0256; title+abstract+provider metadata; raw_hit_ids=BAII2H000277,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0168,BAIIV0257,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I4;I7,,,"Examines cadence, detrending, preprocessing, noise, or related robustness relevant to flare/QPP analysis. Provides a recent close methodological or observational comparator for Manuscript 1.",preferred_version=BAIIV0257; title+abstract+provider metadata; raw_hit_ids=BAII2H000278;BAII2H000302,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0169,BAIIV0258,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0258; title+abstract+provider metadata; raw_hit_ids=BAII2H000279,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0170,BAIIV0259,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0259; title+abstract+provider metadata; raw_hit_ids=BAII2H000280,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0171,BAIIV0261,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0261; title+abstract+provider metadata; raw_hit_ids=BAII2H000281,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0172,BAIIV0262,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0262; title+abstract+provider metadata; raw_hit_ids=BAII2H000282;BAII2H000314,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0173,BAIIV0263,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0263; title+abstract+provider metadata; raw_hit_ids=BAII2H000283;BAII2H000311,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0174,BAIIV0265,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0265; title+abstract+provider metadata; raw_hit_ids=BAII2H000284,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0175,BAIIV0266,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0266; title+abstract+provider metadata; raw_hit_ids=BAII2H000285,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0176,BAIIV0267,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0267; title+abstract+provider metadata; raw_hit_ids=BAII2H000286,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0177,BAIIV0269,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E2,,The work is solar-only and does not meet the threshold for material transfer into the stellar-flare screening set.,preferred_version=BAIIV0269; title+abstract+provider metadata; raw_hit_ids=BAII2H000287;BAII2H000318,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0178,BAIIV0270,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0270; title+abstract+provider metadata; raw_hit_ids=BAII2H000288,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0179,BAIIV0271,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0271; title+abstract+provider metadata; raw_hit_ids=BAII2H000290,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0180,BAIIV0272,BACKGROUND_ONLY,BACKGROUND_ONLY,TITLE_ABSTRACT_METADATA,,E2,,"Retained as solar-QPP/solar-flare methodological or physical context, but not promoted to structured extraction under the frozen inclusion criteria.",preferred_version=BAIIV0272; title+abstract+provider metadata; raw_hit_ids=BAII2H000291,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0181,BAIIV0273,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I2,,,Uses a TESS stellar-flare sample or catalogue that is material to catalogue-scale comparison.,preferred_version=BAIIV0273; title+abstract+provider metadata; raw_hit_ids=BAII2H000292,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0182,BAIIV0274,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I2;I4,,,"Uses a TESS stellar-flare sample or catalogue that is material to catalogue-scale comparison. Examines cadence, detrending, preprocessing, noise, or related robustness relevant to flare/QPP analysis.",preferred_version=BAIIV0274; title+abstract+provider metadata; raw_hit_ids=BAII2H000293,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0183,BAIIV0275,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0275; title+abstract+provider metadata; raw_hit_ids=BAII2H000294,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0184,BAIIV0276,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0276; title+abstract+provider metadata; raw_hit_ids=BAII2H000295,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0185,BAIIV0277,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0277; title+abstract+provider metadata; raw_hit_ids=BAII2H000296,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0186,BAIIV0278,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0278; title+abstract+provider metadata; raw_hit_ids=BAII2H000297,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0187,BAIIV0279,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0279; title+abstract+provider metadata; raw_hit_ids=BAII2H000298,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0188,BAIIV0280,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I2,,,Uses a TESS stellar-flare sample or catalogue that is material to catalogue-scale comparison.,preferred_version=BAIIV0280; title+abstract+provider metadata; raw_hit_ids=BAII2H000299,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0189,BAIIV0282,EXCLUDE_TITLE_ABSTRACT,EXCLUDE,TITLE_ABSTRACT_METADATA,,E6,,"The work is outside the catalogue, selection-function, robustness, or detection-method scope needed for F3A/F3B.",preferred_version=BAIIV0282; title+abstract+provider metadata; raw_hit_ids=BAII2H000319,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
BAIIW0190,BAIIV0283,PASS_TO_SCREENING,INCLUDE_FOR_BAII4,TITLE_ABSTRACT_METADATA,I6,,,Uses AFINO directly or is the AFINO software/method record.,preferred_version=BAIIV0283; title+abstract+provider metadata; raw_hit_ids=BAII2H000321,false,false,,,RESOLVED,"No F3A/F3B impact, relevance-label, or novelty assessment performed."
