raw_hit_id,execution_id,query_id,source_database,source_record_id,work_id,version_id,mapping_basis,mapping_confidence,manual_adjudication_required,manual_adjudication_status,title,doi_normalized,arxiv_id_normalized,bibcode,is_preferred_version,mapping_status,error
BAII2H000148,BAII2E005,Q03_TESS_QPP_CATALOG,ADS_SCIX,2024nsf....2407205S,BAIIW0094,BAIIV0146,AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Collaborative Research: WoU-MMA: ASAS-SN in the Era of Multi-Messenger Astrophysics,,,2024nsf....2407205S,true,RESOLVED,
BAII2H000149,BAII2E006,Q03_TESS_QPP_CATALOG,ARXIV,2506.22131v1,BAIIW0001,BAIIV0001,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Stationary quasi-periodic pulsations in 20-second cadence TESS flares,10.1051/0004-6361/202554820,2506.22131,,false,RESOLVED,
BAII2H000150,BAII2E006,Q03_TESS_QPP_CATALOG,ARXIV,2404.13638v1,BAIIW0069,BAIIV0109,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Rapid Optical Flare in the Extreme TeV Blazar 1ES 0229+200 on Intraday Timescale with TESS,,2404.13638,,false,RESOLVED,
BAII2H000151,BAII2E006,Q03_TESS_QPP_CATALOG,ARXIV,2602.03499v1,BAIIW0008,BAIIV0014,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Similarities and differences between solar and stellar flare pulsation processes,,2602.03499,,true,RESOLVED,
BAII2H000152,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025A&A...700A.178J,BAIIW0001,BAIIV0002,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Stationary quasi-periodic pulsations in 20-second cadence TESS flares,10.1051/0004-6361/202554820,2506.22131,2025A&A...700A.178J,true,RESOLVED,
BAII2H000153,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025JGRA..13033493O,BAIIW0095,BAIIV0148,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Quasi-Periodic Pulsations in Ionospheric TEC Synchronized With Solar Flare EUV Emission,10.1029/2024ja033493,2504.07714,2025JGRA..13033493O,true,RESOLVED,
BAII2H000154,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025A&A...695L...4L,BAIIW0096,BAIIV0150,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Localizing short-period pulsations in hard X-rays and γ-rays during an X9.0 flare,10.1051/0004-6361/202453613,2502.14262,2025A&A...695L...4L,true,RESOLVED,
BAII2H000155,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025JGRA..13033772L,BAIIW0097,BAIIV0152,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Exploring the Origin of Multi-Periodic Pulsations During a White-Light Flare,10.1029/2025ja033772,2504.08321,2025JGRA..13033772L,true,RESOLVED,
BAII2H000156,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024ApJS..274...31B,BAIIW0098,BAIIV0156,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Detecting Quasiperiodic Pulsations in Solar and Stellar Flares with a Neural Network,10.3847/1538-4365/ad6f98,2408.05038,2024ApJS..274...31B,true,RESOLVED,
BAII2H000157,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025A&A...698A..65L,BAIIW0099,BAIIV0158,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Quasi-periodic pulsations in extreme-ultraviolet brightenings,10.1051/0004-6361/202554587,2504.15379,2025A&A...698A..65L,true,RESOLVED,
BAII2H000158,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026MNRAS.546f2256L,BAIIW0004,BAIIV0008,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,A recurrent 70─100 min quasi-periodic pulsation in the intermediate-aged mid-M dwarf GJ 3512,10.1093/mnras/staf2256,2512.18086,2026MNRAS.546f2256L,true,RESOLVED,
BAII2H000159,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025A&A...704A..58L,BAIIW0100,BAIIV0160,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Accessing the fine temporal scale of EUV brightenings and their quasi-periodic pulsations: 1-second cadence observations by Solar Orbiter/EUI,10.1051/0004-6361/202557135,2510.05810,2025A&A...704A..58L,true,RESOLVED,
BAII2H000160,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024maeu.conf..496P,BAIIW0006,BAIIV0011,AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Quasi-periodic pulsations in flares of UV Ceti-type stars,10.26119/vak2024.079,,2024maeu.conf..496P,true,RESOLVED,
BAII2H000161,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024ApJ...972L...2L,BAIIW0101,BAIIV0162,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Very Long-periodic Pulsations Detected Simultaneously in a White-light Flare and Sunspot Penumbra,10.3847/2041-8213/ad6cde,2408.15706,2024ApJ...972L...2L,true,RESOLVED,
BAII2H000162,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024A&A...686A.239B,BAIIW0002,BAIIV0004,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Detailed cool star flare morphology with CHEOPS and TESS***,10.1051/0004-6361/202348951,2403.17065,2024A&A...686A.239B,true,RESOLVED,
BAII2H000163,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024arXiv241207580P,BAIIW0102,BAIIV0163,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,M dwarfs quasi-periodic pulsations at a time resolution of 1 s,,2412.07580,2024arXiv241207580P,true,RESOLVED,
BAII2H000164,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025ApJS..281...52W,BAIIW0003,BAIIV0006,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Properties of Flare Quasiperiodic Pulsations Based on a New TESS Flare Catalog,10.3847/1538-4365/ae1469,,2025ApJS..281...52W,true,RESOLVED,
BAII2H000165,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025MNRAS.542L..48L,BAIIW0103,BAIIV0165,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Detecting fast-variation pulsations in solar hard X-ray and radio emissions,10.1093/mnrasl/slaf066,2506.14433,2025MNRAS.542L..48L,true,RESOLVED,
BAII2H000166,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025A&A...694A.251S,BAIIW0104,BAIIV0167,AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Statistical investigation of solar flares showing quasi-periodicity based on STIX quick-look light curves,10.1051/0004-6361/202452046,,2025A&A...694A.251S,true,RESOLVED,
BAII2H000167,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026SoPh..301...72H,BAIIW0105,BAIIV0168,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Quasi-Periodic Pulsations and Coronal Loops Oscillations in an M-Class Solar Flare,10.1007/s11207-026-02663-9,,2026SoPh..301...72H,true,RESOLVED,
BAII2H000168,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026arXiv260610506F,BAIIW0106,BAIIV0169,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Phase-drifting with emitting plasma temperature in the quasi-periodic pulsations of an X-class solar flare,,2606.10506,2026arXiv260610506F,true,RESOLVED,
BAII2H000169,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024ApJ...965...16C,BAIIW0107,BAIIV0171,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Inferring Fundamental Properties of the Flare Current Sheet Using Flare Ribbons: Oscillations in the Reconnection Flux Rates,10.3847/1538-4357/ad25f4,2402.03567,2024ApJ...965...16C,true,RESOLVED,
BAII2H000170,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024AstL...50..203S,BAIIW0108,BAIIV0172,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Observation of a Helioseismically Active Solar Flare with a Low Hard X-ray Flux up to 50 keV,10.1134/s1063773724700026,,2024AstL...50..203S,true,RESOLVED,
BAII2H000171,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024ApJ...970...77L,BAIIW0109,BAIIV0173,AUTO_EXACT_ARXIV;AUTO_EXACT_DOI;AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,"Localizing Quasiperiodic Pulsations in Hard X-Ray, Microwave, and Lyα Emissions of an X6.4 Flare",10.3847/1538-4357/ad566c,2408.05463,2024ApJ...970...77L,true,RESOLVED,
BAII2H000172,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026A&A...708A.225S,BAIIW0110,BAIIV0177,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Sub-second cadence structure of optical flares on AD Leo,10.1051/0004-6361/202558208,2602.21726,2026A&A...708A.225S,true,RESOLVED,
BAII2H000173,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026arXiv260705526P,BAIIW0111,BAIIV0178,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Evolution of Non-Stationary Quasi-Periodic Pulsations in Solar Flares with Aditya-L1/HEL1OS and GOES,,2607.05526,2026arXiv260705526P,true,RESOLVED,
BAII2H000174,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026arXiv260203499R,BAIIW0008,BAIIV0014,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Similarities and differences between solar and stellar flare pulsation processes,,2602.03499,2026arXiv260203499R,true,RESOLVED,
BAII2H000175,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026arXiv260727950N,BAIIW0112,BAIIV0179,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,The Study of Quasi-Periodic Pulsations in Solar and Stellar Flares with SKA,,2607.27950,2026arXiv260727950N,true,RESOLVED,
BAII2H000176,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025ghh..confP.167S,BAIIW0113,BAIIV0180,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Unveiling Spatiotemporal Properties of the Quasi-periodic Pulsations in the Balmer Continuum at 3600 A in an X-class Solar White-light Flare,,,2025ghh..confP.167S,true,RESOLVED,
BAII2H000177,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026ApJ..1003...95L,BAIIW0114,BAIIV0182,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Quasiperiodic Pulsations and Three-dimensional Magnetic Reconnection during 2022 March 31 Flare Observed by IRIS and STIX,10.3847/1538-4357/ae61ad,2604.17330,2026ApJ..1003...95L,true,RESOLVED,
BAII2H000178,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024AJ....168...94S,BAIIW0115,BAIIV0183,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Establishing Baselines for Six Short-period δ Scuti Variables,10.3847/1538-3881/ad5a81,,2024AJ....168...94S,true,RESOLVED,
BAII2H000179,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026ApJ..1003...78K,BAIIW0116,BAIIV0184,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Multimode Quasiperiodic Pulsations in Extreme-ultraviolet Emissions Associated with an X-Class Solar Flare,10.3847/1538-4357/ae650f,,2026ApJ..1003...78K,true,RESOLVED,
BAII2H000180,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024AGUFMSH13C2934A,BAIIW0117,BAIIV0185,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Quasi-periodic Pulsations in an M4.2 Flare: Insights from High-Cadence and High-Resolution Observations,,,2024AGUFMSH13C2934A,true,RESOLVED,
BAII2H000181,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025ghh..confE..78O,BAIIW0095,BAIIV0147,AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Quasi-Periodic Pulsations in TEC Measurements Synchronised with Solar Flare EUV Emission,,,2025ghh..confE..78O,false,RESOLVED,
BAII2H000182,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024eas..conf.2172B,BAIIW0002,BAIIV0005,AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,How well do we know the impact of stellar flares on exoplanets?,,,2024eas..conf.2172B,false,RESOLVED,
BAII2H000183,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025EGUGA..27.3997L,BAIIW0097,BAIIV0153,AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_DISTINCT_WORKS;MANUAL_CONFIRMED_SAME_WORK,Exploring the origin of quasi-periodic pulsations during a white-light flare,10.5194/egusphere-egu25-3997,,2025EGUGA..27.3997L,false,RESOLVED,
BAII2H000184,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024ApJ...973..114L,BAIIW0010,BAIIV0017,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,WASP 0346-21: An EL CVn-type Eclipsing Binary with Multiperiodic Pulsations in a Triple System,10.3847/1538-4357/ad67c7,2407.17729,2024ApJ...973..114L,true,RESOLVED,
BAII2H000185,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024PASP..136h4201K,BAIIW0011,BAIIV0019,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,An Infrared Census of R Coronae Borealis Stars II—Spectroscopic Classifications and Implications for the Rate of Low-mass White Dwarf Mergers,10.1088/1538-3873/ad6210,2407.08653,2024PASP..136h4201K,true,RESOLVED,
BAII2H000186,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025Galax..13..126S,BAIIW0118,BAIIV0186,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Applications of the Irbene Single-Baseline Radio Interferometer,10.3390/galaxies13060126,,2025Galax..13..126S,true,RESOLVED,
BAII2H000187,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026arXiv260707442L,BAIIW0119,BAIIV0187,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,true,MANUAL_CONFIRMED_DISTINCT_WORKS,Double-periodic pulsations simultaneously detected in mid-infrared and hard X-ray emissions during an X1.5 flare,,2607.07442,2026arXiv260707442L,true,RESOLVED,
BAII2H000188,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024EGUGA..26.8631S,BAIIW0104,BAIIV0166,AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Investigation of solar flares showing quasi-periodicity based on STIX Quick-Look light curves,10.5194/egusphere-egu24-8631,,2024EGUGA..26.8631S,false,RESOLVED,
BAII2H000189,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025ApJ...991..168Y,BAIIW0120,BAIIV0189,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Gravitational Influence from Planets on the Measured Rates of Period Change of Pulsating White Dwarfs,10.3847/1538-4357/adfb66,2508.14195,2025ApJ...991..168Y,true,RESOLVED,
BAII2H000190,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024ApJ...962...20W,BAIIW0013,BAIIV0023,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,The Asteroseismological Richness of RCB and dLHdC Stars,10.3847/1538-4357/ad0cfa,2311.10158,2024ApJ...962...20W,true,RESOLVED,
BAII2H000191,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024AGUFMSH13E2963P,BAIIW0121,BAIIV0190,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Data Exploration in Search of Small Pulsations in Solar X-Ray Flares with the Hinode/X-ray Telescope (XRT),,,2024AGUFMSH13E2963P,true,RESOLVED,
BAII2H000192,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026arXiv260604732M,BAIIW0122,BAIIV0191,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Recurrent Coronal Jets and QPPs: Periodic Reconnection and Localized Heating Across Quiet-Sun to Active Regions,,2606.04732,2026arXiv260604732M,true,RESOLVED,
BAII2H000193,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025A&A...703A...7C,BAIIW0123,BAIIV0193,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Magnetic precession as a model for quasi-periodic oscillations in pulsating ultraluminous X-ray sources and in flat-top noise sources,10.1051/0004-6361/202555210,2505.04523,2025A&A...703A...7C,true,RESOLVED,
BAII2H000194,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025AAS...24524915O,BAIIW0018,BAIIV0029,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,"Detecting Stellar Companions through Pulsation Timing: Strengths, Limitations, and Comparisons with Radial Velocity",,,2025AAS...24524915O,true,RESOLVED,
BAII2H000195,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025A&A...703A.155P,BAIIW0007,BAIIV0013,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Exploring low-amplitude variability in first-overtone Cepheids with TESS,10.1051/0004-6361/202556557,2510.05017,2025A&A...703A.155P,true,RESOLVED,
BAII2H000196,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026arXiv260605281Z,BAIIW0124,BAIIV0194,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Little red dots as a cosmological probe: constraining $H_0$ with quasi-periodic pulsations,,2606.05281,2026arXiv260605281Z,true,RESOLVED,
BAII2H000197,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025A&A...694A.101H,BAIIW0125,BAIIV0196,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Circumstellar emission of Cepheids across the instability strip: Mid-infrared observations with VLTI/MATISSE,10.1051/0004-6361/202452827,2501.00373,2025A&A...694A.101H,true,RESOLVED,
BAII2H000198,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025MUPB...80S.268R,BAIIW0126,BAIIV0197,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Study of Type II Cepheids in the Gaia DR3 Epoch,10.3103/s0027134925701218,,2025MUPB...80S.268R,true,RESOLVED,
BAII2H000199,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025ghh..confP.159L,BAIIW0127,BAIIV0198,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Flare-associated Fast-mode Coronal Wave Trains: Recent Observational and Modeling Advances,,,2025ghh..confP.159L,true,RESOLVED,
BAII2H000200,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025JAVSO..53..150P,BAIIW0128,BAIIV0199,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,A Study of Amplitude Variability in a Sample of Pulsating Red Giants,,,2025JAVSO..53..150P,true,RESOLVED,
BAII2H000201,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024PASJ...76..787C,BAIIW0015,BAIIV0026,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,A comprehensive study of an oscillating eclipsing Algol: Y Camelopardalis,10.1093/pasj/psae048,2405.06431,2024PASJ...76..787C,true,RESOLVED,
BAII2H000202,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026A&A...708A.106R,BAIIW0129,BAIIV0201,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,BlackGEM observations of compact pulsating stars: Mode identification for the DOV PG 1159─035 using multi-colour photometry,10.1051/0004-6361/202556784,2603.07765,2026A&A...708A.106R,true,RESOLVED,
BAII2H000203,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025AAS...24624106L,BAIIW0020,BAIIV0031,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Photometric Analysis of Two β Cepheids and Their Host Cluster NGC 4755,,,2025AAS...24624106L,true,RESOLVED,
BAII2H000204,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024Ap&SS.369..105G,BAIIW0016,BAIIV0027,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Investigative study of five low mass ratio semi-detached binaries,10.1007/s10509-024-04368-6,,2024Ap&SS.369..105G,true,RESOLVED,
BAII2H000205,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026ApJ...998...55Z,BAIIW0130,BAIIV0202,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Asteroseismology for Probing the Interior Structure and Orbital Stability of Extremely Low Mass Ratio Contact Binaries,10.3847/1538-4357/ae2a2c,,2026ApJ...998...55Z,true,RESOLVED,
BAII2H000206,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024AAS...24320705S,BAIIW0022,BAIIV0033,AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Asteroseismology of the White Dwarf G29-38,,,2024AAS...24320705S,false,RESOLVED,
BAII2H000207,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026AAS...24744327E,BAIIW0131,BAIIV0203,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,A Search for Dark Companions Around A-Type Stars via Pulsation Timing,,,2026AAS...24744327E,true,RESOLVED,
BAII2H000208,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026AAS...24831003T,BAIIW0132,BAIIV0204,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,A Time─Frequency Analysis of Blazhko Modulation in Kepler RRab Stars,,,2026AAS...24831003T,true,RESOLVED,
BAII2H000209,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025AGUFMSH51B..05F,BAIIW0133,BAIIV0206,AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Dual Origins of Rapid Flare Ribbon Downflows in an X9-class Solar Flare,,,2025AGUFMSH51B..05F,false,RESOLVED,
BAII2H000210,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024ApJS..275...39W,BAIIW0134,BAIIV0209,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,X-Ray Hardening Preceding the Onset of SGR 1935+2154's Radio Pulsar Phase,10.3847/1538-4365/ad7c3f,2308.08832,2024ApJS..275...39W,true,RESOLVED,
BAII2H000211,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024CoSka..54b.194G,BAIIW0017,BAIIV0028,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Spotted eclipsing binary KIC 7023917 with δ-Scuti pulsations,10.31577/caosp.2024.54.2.194,,2024CoSka..54b.194G,true,RESOLVED,
BAII2H000212,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2025EGUGA..2721910Z,BAIIW0135,BAIIV0210,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,CMEs and Interplanetary Shocks: 2.5D Numerical Modeling,10.5194/egusphere-egu25-21910,,2025EGUGA..2721910Z,true,RESOLVED,
BAII2H000213,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024HEAD...2110724K,BAIIW0136,BAIIV0211,AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Constraining the Density of the Accretion Disk Wind in Hercules X-1 Using its Ionization Response to X-ray Pulsations,,,2024HEAD...2110724K,false,RESOLVED,
BAII2H000214,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026arXiv260727730S,BAIIW0137,BAIIV0213,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,eRASSU J043115.8-711730: The first pulsating symbiotic super-soft X-ray source in the Magellanic Bridge,,2607.27730,2026arXiv260727730S,true,RESOLVED,
BAII2H000215,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2026arXiv260805986F,BAIIW0138,BAIIV0214,AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Thermal Non-equilibrium Cycles in a Non-eruptive Pseudo-Streamer,,2608.05986,2026arXiv260805986F,true,RESOLVED,
BAII2H000216,BAII2E007,Q04_QPP_DETECTION_METHOD,ADS_SCIX,2024cosp...45.1660K,BAIIW0136,BAIIV0212,AUTO_EXACT_PROVIDER_RECORD;MANUAL_CONFIRMED_SAME_WORK,HIGH_AFTER_MANUAL_ADJUDICATION,true,MANUAL_CONFIRMED_SAME_WORK,Constraining the Number Density of the Accretion Disk Wind in Hercules X-1 Using its Ionization Response to X-ray Pulsations,,,2024cosp...45.1660K,true,RESOLVED,
BAII2H000217,BAII2E008,Q04_QPP_DETECTION_METHOD,ARXIV,2408.05038v1,BAIIW0098,BAIIV0155,AUTO_EXACT_ARXIV;AUTO_EXACT_PROVIDER_RECORD,HIGH,false,,Detecting quasi-periodic pulsations in solar and stellar flares with a neural network,,2408.05038,,false,RESOLVED,
